college_name,branch,category,round1_cutoff,round3_cutoff,city,college_type,intake
"E058 P E S College of Engineering, Mandya(AUTONOMOUS) MANDYA: 571 401",Computer Science and Engineering (Data Science),GM,48057.0,77174.0,Mandya,Autonomous,
"E058 P E S College of Engineering, Mandya(AUTONOMOUS) MANDYA: 571 401",Electronics and Communication Engineering,GM,47837.0,44303.0,Mandya,Autonomous,
"E058 P E S College of Engineering, Mandya(AUTONOMOUS) MANDYA: 571 401",Mechatronics Engineering,GM,34483.0,51247.0,Mandya,Autonomous,
"E059 P D A College of Engineering, Gulbarga(AUTONOMOUS) AIWAN-E-SHAHI AREA,STATION ROAD,GULBARGA-585102",Aeronautical Engineering,GM,57029.0,91924.0,Kalaburagi,Autonomous,
"E059 P D A College of Engineering, Gulbarga(AUTONOMOUS) AIWAN-E-SHAHI AREA,STATION ROAD,GULBARGA-585102",Artificial Intelligence and Machine Learning,GM,143710.0,199318.0,Kalaburagi,Autonomous,
"E059 P D A College of Engineering, Gulbarga(AUTONOMOUS) AIWAN-E-SHAHI AREA,STATION ROAD,GULBARGA-585102",Civil Engineering,GM,54450.0,90162.0,Kalaburagi,Autonomous,
"E059 P D A College of Engineering, Gulbarga(AUTONOMOUS) AIWAN-E-SHAHI AREA,STATION ROAD,GULBARGA-585102",Computer Engineering,GM,134765.0,249914.0,Kalaburagi,Autonomous,
"E059 P D A College of Engineering, Gulbarga(AUTONOMOUS) AIWAN-E-SHAHI AREA,STATION ROAD,GULBARGA-585102",Computer Science and Engineering,GM,,40311.0,Kalaburagi,Autonomous,
"E059 P D A College of Engineering, Gulbarga(AUTONOMOUS) AIWAN-E-SHAHI AREA,STATION ROAD,GULBARGA-585102",Computer Science and Engineering (AI & ML),GM,70252.0,125929.0,Kalaburagi,Autonomous,
"E059 P D A College of Engineering, Gulbarga(AUTONOMOUS) AIWAN-E-SHAHI AREA,STATION ROAD,GULBARGA-585102",Electronics and Communication Engineering,GM,101492.0,199604.0,Kalaburagi,Autonomous,
"E059 P D A College of Engineering, Gulbarga(AUTONOMOUS) AIWAN-E-SHAHI AREA,STATION ROAD,GULBARGA-585102",Information Science and Engineering,GM,182628.0,,Kalaburagi,Autonomous,
"E059 P D A College of Engineering, Gulbarga(AUTONOMOUS) AIWAN-E-SHAHI AREA,STATION ROAD,GULBARGA-585102",Mechatronics Engineering,GM,62518.0,255125.0,Kalaburagi,Autonomous,
"E060 Dr. Ambedkar Institute of Technology, Bangalore(AUTONOMOUS) OUTER RING ROAD,NEAR JNANA BHARATHI CAMPUS,MALLATHAHALLI,BANGALORE-560056",Aeronautical Engineering,GM,20642.0,41216.0,Bangalore,Autonomous,
"E060 Dr. Ambedkar Institute of Technology, Bangalore(AUTONOMOUS) OUTER RING ROAD,NEAR JNANA BHARATHI CAMPUS,MALLATHAHALLI,BANGALORE-560056",Artificial Intelligence and Machine Learning,GM,86380.0,251794.0,Bangalore,Autonomous,
"E060 Dr. Ambedkar Institute of Technology, Bangalore(AUTONOMOUS) OUTER RING ROAD,NEAR JNANA BHARATHI CAMPUS,MALLATHAHALLI,BANGALORE-560056",Civil Engineering,GM,15166.0,22487.0,Bangalore,Autonomous,
"E060 Dr. Ambedkar Institute of Technology, Bangalore(AUTONOMOUS) OUTER RING ROAD,NEAR JNANA BHARATHI CAMPUS,MALLATHAHALLI,BANGALORE-560056",Computer Science and Engineering,GM,15930.0,22162.0,Bangalore,Autonomous,
"E060 Dr. Ambedkar Institute of Technology, Bangalore(AUTONOMOUS) OUTER RING ROAD,NEAR JNANA BHARATHI CAMPUS,MALLATHAHALLI,BANGALORE-560056",Computer Science and Engineering (AI & ML),GM,17980.0,,Bangalore,Autonomous,
"E060 Dr. Ambedkar Institute of Technology, Bangalore(AUTONOMOUS) OUTER RING ROAD,NEAR JNANA BHARATHI CAMPUS,MALLATHAHALLI,BANGALORE-560056",Computer Science and Engineering (Data Science),GM,20006.0,27544.0,Bangalore,Autonomous,
"E060 Dr. Ambedkar Institute of Technology, Bangalore(AUTONOMOUS) OUTER RING ROAD,NEAR JNANA BHARATHI CAMPUS,MALLATHAHALLI,BANGALORE-560056",Electronics and Communication Engineering,GM,25919.0,27695.0,Bangalore,Autonomous,
"E061 University B.D.T College of Engineering, Davanagere P J EXTENSION,HADADI ROAD,DAVENGERE",Civil Engineering,GM,22469.0,26588.0,Davengere,Government,
"E061 University B.D.T College of Engineering, Davanagere P J EXTENSION,HADADI ROAD,DAVENGERE",Computer Science and Engineering (AI & ML),GM,48652.0,62933.0,Davengere,Government,
"E061 University B.D.T College of Engineering, Davanagere P J EXTENSION,HADADI ROAD,DAVENGERE",Electronics and Communication Engineering,GM,71825.0,96048.0,Davengere,Government,
"E061 University B.D.T College of Engineering, Davanagere P J EXTENSION,HADADI ROAD,DAVENGERE",Information Science and Engineering,GM,98740.0,128889.0,Davengere,Government,
"E061 University B.D.T College of Engineering, Davanagere P J EXTENSION,HADADI ROAD,DAVENGERE",Mechatronics Engineering,GM,35833.0,38707.0,Davengere,Government,
"E062 Bapuji Institute of Engineering & Technology, Davangere (AUTONOMOUS) BAPUJI INSTITUTE OF ENGINEERING & TECHNOLOGY,P.B. NO.325,SHAMANUR ROAD,DAVANGERE-577 004",Artificial Intelligence and Machine Learning,GM,44368.0,85889.0,Davanagere,Autonomous,
"E062 Bapuji Institute of Engineering & Technology, Davangere (AUTONOMOUS) BAPUJI INSTITUTE OF ENGINEERING & TECHNOLOGY,P.B. NO.325,SHAMANUR ROAD,DAVANGERE-577 004",Biotechnology,GM,,168814.0,Davanagere,Autonomous,
"E062 Bapuji Institute of Engineering & Technology, Davangere (AUTONOMOUS) BAPUJI INSTITUTE OF ENGINEERING & TECHNOLOGY,P.B. NO.325,SHAMANUR ROAD,DAVANGERE-577 004",Chemical Engineering,GM,57242.0,,Davanagere,Autonomous,
"E062 Bapuji Institute of Engineering & Technology, Davangere (AUTONOMOUS) BAPUJI INSTITUTE OF ENGINEERING & TECHNOLOGY,P.B. NO.325,SHAMANUR ROAD,DAVANGERE-577 004",Civil Engineering,GM,51962.0,76420.0,Davanagere,Autonomous,
"E062 Bapuji Institute of Engineering & Technology, Davangere (AUTONOMOUS) BAPUJI INSTITUTE OF ENGINEERING & TECHNOLOGY,P.B. NO.325,SHAMANUR ROAD,DAVANGERE-577 004",Computer Science and Engineering,GM,29909.0,35148.0,Davanagere,Autonomous,
"E062 Bapuji Institute of Engineering & Technology, Davangere (AUTONOMOUS) BAPUJI INSTITUTE OF ENGINEERING & TECHNOLOGY,P.B. NO.325,SHAMANUR ROAD,DAVANGERE-577 004",Computer Science and Engineering (AI & ML),GM,115103.0,256940.0,Davanagere,Autonomous,
"E062 Bapuji Institute of Engineering & Technology, Davangere (AUTONOMOUS) BAPUJI INSTITUTE OF ENGINEERING & TECHNOLOGY,P.B. NO.325,SHAMANUR ROAD,DAVANGERE-577 004",Computer Science and Engineering (Data Science),GM,57468.0,85159.0,Davanagere,Autonomous,
"E062 Bapuji Institute of Engineering & Technology, Davangere (AUTONOMOUS) BAPUJI INSTITUTE OF ENGINEERING & TECHNOLOGY,P.B. NO.325,SHAMANUR ROAD,DAVANGERE-577 004",Electronics and Communication Engineering,GM,41395.0,48882.0,Davanagere,Autonomous,
"E062 Bapuji Institute of Engineering & Technology, Davangere (AUTONOMOUS) BAPUJI INSTITUTE OF ENGINEERING & TECHNOLOGY,P.B. NO.325,SHAMANUR ROAD,DAVANGERE-577 004",Mechatronics Engineering,GM,37104.0,46452.0,Davanagere,Autonomous,
"E063 S J M Institute of Technology, Chitradurga P B NO 73, NH -4 BYE PASS, CHITRADURGA",Artificial Intelligence and Machine Learning,GM,157202.0,230876.0,Chitradurga,Private,
"E063 S J M Institute of Technology, Chitradurga P B NO 73, NH -4 BYE PASS, CHITRADURGA",Civil Engineering,GM,69989.0,99262.0,Chitradurga,Private,
"E063 S J M Institute of Technology, Chitradurga P B NO 73, NH -4 BYE PASS, CHITRADURGA",Computer Science and Engineering (AI & ML),GM,113720.0,253403.0,Chitradurga,Private,
"E063 S J M Institute of Technology, Chitradurga P B NO 73, NH -4 BYE PASS, CHITRADURGA",Electronics and Communication Engineering,GM,155222.0,239792.0,Chitradurga,Private,
"E063 S J M Institute of Technology, Chitradurga P B NO 73, NH -4 BYE PASS, CHITRADURGA",Mechatronics Engineering,GM,98009.0,257999.0,Chitradurga,Private,
"E064 Adhichunchanagiri Institute of Technology, Chickamagalur ADICHUNCHANAGIRI EXTENTION,JYOTHINAGAR,CHIKMAGALUR - 577102",Artificial Intelligence and Machine Learning,GM,154955.0,61072.0,Chikkamagaluru,Private,
"E064 Adhichunchanagiri Institute of Technology, Chickamagalur ADICHUNCHANAGIRI EXTENTION,JYOTHINAGAR,CHIKMAGALUR - 577102",Civil Engineering,GM,48494.0,61593.0,Chikkamagaluru,Private,
"E064 Adhichunchanagiri Institute of Technology, Chickamagalur ADICHUNCHANAGIRI EXTENTION,JYOTHINAGAR,CHIKMAGALUR - 577102",Computer Science and Engineering,GM,56927.0,87024.0,Chikkamagaluru,Private,
"E064 Adhichunchanagiri Institute of Technology, Chickamagalur ADICHUNCHANAGIRI EXTENTION,JYOTHINAGAR,CHIKMAGALUR - 577102",Computer Science and Engineering (AI & ML),GM,146603.0,,Chikkamagaluru,Private,
"E064 Adhichunchanagiri Institute of Technology, Chickamagalur ADICHUNCHANAGIRI EXTENTION,JYOTHINAGAR,CHIKMAGALUR - 577102",Computer Science and Engineering (Data Science),GM,94101.0,193987.0,Chikkamagaluru,Private,
"E064 Adhichunchanagiri Institute of Technology, Chickamagalur ADICHUNCHANAGIRI EXTENTION,JYOTHINAGAR,CHIKMAGALUR - 577102",Electronics and Communication Engineering,GM,55363.0,89591.0,Chikkamagaluru,Private,
"E064 Adhichunchanagiri Institute of Technology, Chickamagalur ADICHUNCHANAGIRI EXTENTION,JYOTHINAGAR,CHIKMAGALUR - 577102",Mechatronics Engineering,GM,73291.0,259107.0,Chikkamagaluru,Private,
"E065 Jawaharlal Nehru New College of Engineering, Shimoga P.B. NO. 128,NAVULE, SHIMOGA",Artificial Intelligence and Machine Learning,GM,130969.0,260006.0,Shivamogga,Private,
"E065 Jawaharlal Nehru New College of Engineering, Shimoga P.B. NO. 128,NAVULE, SHIMOGA",Civil Engineering,GM,25366.0,29785.0,Shivamogga,Private,
"E065 Jawaharlal Nehru New College of Engineering, Shimoga P.B. NO. 128,NAVULE, SHIMOGA",Computer Science and Engineering,GM,35646.0,48373.0,Shivamogga,Private,
"E065 Jawaharlal Nehru New College of Engineering, Shimoga P.B. NO. 128,NAVULE, SHIMOGA",Computer Science and Engineering (AI & ML),GM,126976.0,226667.0,Shivamogga,Private,
"E065 Jawaharlal Nehru New College of Engineering, Shimoga P.B. NO. 128,NAVULE, SHIMOGA",Computer Science and Engineering (Data Science),GM,74411.0,257795.0,Shivamogga,Private,
"E065 Jawaharlal Nehru New College of Engineering, Shimoga P.B. NO. 128,NAVULE, SHIMOGA",Electronics and Communication Engineering,GM,39131.0,55652.0,Shivamogga,Private,
"E065 Jawaharlal Nehru New College of Engineering, Shimoga P.B. NO. 128,NAVULE, SHIMOGA",Mechatronics Engineering,GM,41774.0,58705.0,Shivamogga,Private,
"E066 University B.D.T. college of Engineering, (H.GOV),Davangere",Civil Engineering,GM,39727.0,49929.0,Davanagere,Government,
"E066 University B.D.T. college of Engineering, (H.GOV),Davangere",Computer Science and Engineering (AI & ML),GM,75472.0,129925.0,Davanagere,Government,
"E066 University B.D.T. college of Engineering, (H.GOV),Davangere",Electronics and Communication Engineering,GM,115273.0,253458.0,Davanagere,Government,
"E066 University B.D.T. college of Engineering, (H.GOV),Davangere",Information Science and Engineering,GM,139468.0,230118.0,Davanagere,Government,
"E066 University B.D.T. college of Engineering, (H.GOV),Davangere",Mechatronics Engineering,GM,52734.0,70751.0,Davanagere,Government,
"E070 Bahubali College of Engineering, Shravanabelagola, Hassan GOMMATANAGARA,SHRAVANABELAGOLA - 573135 HASSAN",Artificial Intelligence and Machine Learning,GM,176118.0,257390.0,Hassan,Private,
"E070 Bahubali College of Engineering, Shravanabelagola, Hassan GOMMATANAGARA,SHRAVANABELAGOLA - 573135 HASSAN",Civil Engineering,GM,78042.0,253195.0,Hassan,Private,
"E070 Bahubali College of Engineering, Shravanabelagola, Hassan GOMMATANAGARA,SHRAVANABELAGOLA - 573135 HASSAN",Computer Science and Engineering,GM,102367.0,229925.0,Hassan,Private,
"E070 Bahubali College of Engineering, Shravanabelagola, Hassan GOMMATANAGARA,SHRAVANABELAGOLA - 573135 HASSAN",Computer Science and Engineering (AI & ML),GM,188562.0,,Hassan,Private,
"E070 Bahubali College of Engineering, Shravanabelagola, Hassan GOMMATANAGARA,SHRAVANABELAGOLA - 573135 HASSAN",Electronics and Communication Engineering,GM,103760.0,229350.0,Hassan,Private,
"E071 Vidya Vardhaka College of Engineering, Mysore(AUTONOMOUS) P.B.NO.206,GOKULAM 3RD STAGE,MYSORE",Artificial Intelligence and Machine Learning,GM,16624.0,22380.0,Mysore,Autonomous,
"E071 Vidya Vardhaka College of Engineering, Mysore(AUTONOMOUS) P.B.NO.206,GOKULAM 3RD STAGE,MYSORE",Civil Engineering,GM,18017.0,22601.0,Mysore,Autonomous,
"E071 Vidya Vardhaka College of Engineering, Mysore(AUTONOMOUS) P.B.NO.206,GOKULAM 3RD STAGE,MYSORE",Computer Science and Engineering (AI & ML),GM,27420.0,43154.0,Mysore,Autonomous,
"E071 Vidya Vardhaka College of Engineering, Mysore(AUTONOMOUS) P.B.NO.206,GOKULAM 3RD STAGE,MYSORE",Electronics and Communication Engineering,GM,59999.0,90030.0,Mysore,Autonomous,
"E071 Vidya Vardhaka College of Engineering, Mysore(AUTONOMOUS) P.B.NO.206,GOKULAM 3RD STAGE,MYSORE",Mechatronics Engineering,GM,22952.0,29642.0,Mysore,Autonomous,
"E075 Ballari Institute of Technology & Management, Bellary(AUTONOMOUS) ""JNANA GANGOTRI"" CAMPUS, #873/2 OF KOLAGAL VILLAGE,BELLARY-HOSPET ROAD, ALLIPUR",Artificial Intelligence and Machine Learning,GM,115481.0,252388.0,Allipur,Autonomous,
"E075 Ballari Institute of Technology & Management, Bellary(AUTONOMOUS) ""JNANA GANGOTRI"" CAMPUS, #873/2 OF KOLAGAL VILLAGE,BELLARY-HOSPET ROAD, ALLIPUR",Civil Engineering,GM,42801.0,48756.0,Allipur,Autonomous,
"E075 Ballari Institute of Technology & Management, Bellary(AUTONOMOUS) ""JNANA GANGOTRI"" CAMPUS, #873/2 OF KOLAGAL VILLAGE,BELLARY-HOSPET ROAD, ALLIPUR",Computer Science and Engineering,GM,48013.0,54108.0,Allipur,Autonomous,
"E075 Ballari Institute of Technology & Management, Bellary(AUTONOMOUS) ""JNANA GANGOTRI"" CAMPUS, #873/2 OF KOLAGAL VILLAGE,BELLARY-HOSPET ROAD, ALLIPUR",Computer Science and Engineering (Data Science),GM,27660.0,30270.0,Allipur,Autonomous,
"E075 Ballari Institute of Technology & Management, Bellary(AUTONOMOUS) ""JNANA GANGOTRI"" CAMPUS, #873/2 OF KOLAGAL VILLAGE,BELLARY-HOSPET ROAD, ALLIPUR",Electronics and Communication Engineering,GM,160035.0,261958.0,Allipur,Autonomous,
"E075 Ballari Institute of Technology & Management, Bellary(AUTONOMOUS) ""JNANA GANGOTRI"" CAMPUS, #873/2 OF KOLAGAL VILLAGE,BELLARY-HOSPET ROAD, ALLIPUR",Mechatronics Engineering,GM,58104.0,72183.0,Allipur,Autonomous,
"E076 Proudadevaraya Institute of Technology, Hospet SHAH BHAVARLAL BABULAL NAHAR CAMPUS,T.B.DAM ROAD, BESIDE TSP LIMITED,HOSPET - 583225,BELLARY DISTRICT",Artificial Intelligence and Machine Learning,GM,66934.5,112885.0,Ballari,Private,
"E076 Proudadevaraya Institute of Technology, Hospet SHAH BHAVARLAL BABULAL NAHAR CAMPUS,T.B.DAM ROAD, BESIDE TSP LIMITED,HOSPET - 583225,BELLARY DISTRICT",Civil Engineering,GM,82811.5,116684.0,Ballari,Private,
"E076 Proudadevaraya Institute of Technology, Hospet SHAH BHAVARLAL BABULAL NAHAR CAMPUS,T.B.DAM ROAD, BESIDE TSP LIMITED,HOSPET - 583225,BELLARY DISTRICT",Computer Science and Engineering (AI & ML),GM,133400.0,243050.0,Ballari,Private,
"E076 Proudadevaraya Institute of Technology, Hospet SHAH BHAVARLAL BABULAL NAHAR CAMPUS,T.B.DAM ROAD, BESIDE TSP LIMITED,HOSPET - 583225,BELLARY DISTRICT",Electronics and Communication Engineering,GM,166734.0,251985.0,Ballari,Private,
"E076 Proudadevaraya Institute of Technology, Hospet SHAH BHAVARLAL BABULAL NAHAR CAMPUS,T.B.DAM ROAD, BESIDE TSP LIMITED,HOSPET - 583225,BELLARY DISTRICT",Mechatronics Engineering,GM,110306.0,259533.0,Ballari,Private,
"E077 Vidya Vikas Institute of Engineering & Technology, Mysore #127,ALANAHALLY,ALANAHALLY POST,MYSORE-BANNUR ROAD,MYSORE",Civil Engineering,GM,29517.0,44468.0,Mysore,Private,
"E077 Vidya Vikas Institute of Engineering & Technology, Mysore #127,ALANAHALLY,ALANAHALLY POST,MYSORE-BANNUR ROAD,MYSORE",Computer Science and Engineering (AI & ML),GM,66781.0,256201.0,Mysore,Private,
"E077 Vidya Vikas Institute of Engineering & Technology, Mysore #127,ALANAHALLY,ALANAHALLY POST,MYSORE-BANNUR ROAD,MYSORE",Electronics and Communication Engineering,GM,43505.0,76239.0,Mysore,Private,
"E077 Vidya Vikas Institute of Engineering & Technology, Mysore #127,ALANAHALLY,ALANAHALLY POST,MYSORE-BANNUR ROAD,MYSORE",Mechatronics Engineering,GM,42891.0,91646.0,Mysore,Private,
"E078 The Oxford College of Engineering, Bangalore HOSUR ROAD,BOMMANAHALLI,BANGALORE",Artificial Intelligence and Data Science,GM,28684.0,38518.0,Bangalore,Private,
"E078 The Oxford College of Engineering, Bangalore HOSUR ROAD,BOMMANAHALLI,BANGALORE",Artificial Intelligence and Machine Learning,GM,42265.0,146350.0,Bangalore,Private,
"E078 The Oxford College of Engineering, Bangalore HOSUR ROAD,BOMMANAHALLI,BANGALORE",Biotechnology,GM,,257772.0,Bangalore,Private,
"E078 The Oxford College of Engineering, Bangalore HOSUR ROAD,BOMMANAHALLI,BANGALORE",Civil Engineering,GM,27286.0,38247.0,Bangalore,Private,
"E078 The Oxford College of Engineering, Bangalore HOSUR ROAD,BOMMANAHALLI,BANGALORE",Computer Science and Engineering (AI & ML),GM,55105.0,247732.0,Bangalore,Private,
"E078 The Oxford College of Engineering, Bangalore HOSUR ROAD,BOMMANAHALLI,BANGALORE",Electronics and Communication Engineering,GM,33245.5,49622.0,Bangalore,Private,
"E078 The Oxford College of Engineering, Bangalore HOSUR ROAD,BOMMANAHALLI,BANGALORE",Mechatronics Engineering,GM,35938.0,59194.0,Bangalore,Private,
"E079 Acharya Institute of Technology, Soldevanahalli,Chikkabanavara post, Bangalore SOLDEVANAHALLI, HESARAGHATTA MAIN ROAD, CHIKKABANAVARA POST,BANGALORE URBAN",Aeronautical Engineering,GM,31441.0,38996.0,Bangalore,Private,
"E079 Acharya Institute of Technology, Soldevanahalli,Chikkabanavara post, Bangalore SOLDEVANAHALLI, HESARAGHATTA MAIN ROAD, CHIKKABANAVARA POST,BANGALORE URBAN",Artificial Intelligence and Machine Learning,GM,27436.0,53264.0,Bangalore,Private,
"E079 Acharya Institute of Technology, Soldevanahalli,Chikkabanavara post, Bangalore SOLDEVANAHALLI, HESARAGHATTA MAIN ROAD, CHIKKABANAVARA POST,BANGALORE URBAN",Biotechnology,GM,,239646.0,Bangalore,Private,
"E079 Acharya Institute of Technology, Soldevanahalli,Chikkabanavara post, Bangalore SOLDEVANAHALLI, HESARAGHATTA MAIN ROAD, CHIKKABANAVARA POST,BANGALORE URBAN",Civil Engineering,GM,19409.0,26494.0,Bangalore,Private,
"E079 Acharya Institute of Technology, Soldevanahalli,Chikkabanavara post, Bangalore SOLDEVANAHALLI, HESARAGHATTA MAIN ROAD, CHIKKABANAVARA POST,BANGALORE URBAN",Computer Science and Engineering,GM,21278.0,30348.0,Bangalore,Private,
"E079 Acharya Institute of Technology, Soldevanahalli,Chikkabanavara post, Bangalore SOLDEVANAHALLI, HESARAGHATTA MAIN ROAD, CHIKKABANAVARA POST,BANGALORE URBAN",Computer Science and Engineering (AI & ML),GM,78954.0,258981.0,Bangalore,Private,
"E079 Acharya Institute of Technology, Soldevanahalli,Chikkabanavara post, Bangalore SOLDEVANAHALLI, HESARAGHATTA MAIN ROAD, CHIKKABANAVARA POST,BANGALORE URBAN",Computer Science and Engineering (Data Science),GM,42252.0,61974.0,Bangalore,Private,
"E079 Acharya Institute of Technology, Soldevanahalli,Chikkabanavara post, Bangalore SOLDEVANAHALLI, HESARAGHATTA MAIN ROAD, CHIKKABANAVARA POST,BANGALORE URBAN",Electronics and Communication Engineering,GM,24077.0,34378.0,Bangalore,Private,
"E079 Acharya Institute of Technology, Soldevanahalli,Chikkabanavara post, Bangalore SOLDEVANAHALLI, HESARAGHATTA MAIN ROAD, CHIKKABANAVARA POST,BANGALORE URBAN",Mechatronics Engineering,GM,26681.0,36960.0,Bangalore,Private,
"E081 SRI SIDDHARTHA SCHOOL OF ENGINEERING, TUMKUR NH-4, KESARAMADU POST, KYATHASANDRA,TUMKUR",Artificial Intelligence and Machine Learning,GM,136110.5,211937.0,Tumakuru,Private,
"E081 SRI SIDDHARTHA SCHOOL OF ENGINEERING, TUMKUR NH-4, KESARAMADU POST, KYATHASANDRA,TUMKUR",Civil Engineering,GM,90626.0,259726.0,Tumakuru,Private,
"E081 SRI SIDDHARTHA SCHOOL OF ENGINEERING, TUMKUR NH-4, KESARAMADU POST, KYATHASANDRA,TUMKUR",Computer Science and Engineering (AI & ML),GM,165239.0,,Tumakuru,Private,
"E081 SRI SIDDHARTHA SCHOOL OF ENGINEERING, TUMKUR NH-4, KESARAMADU POST, KYATHASANDRA,TUMKUR",Computer Science and Engineering (Data Science),GM,,255251.0,Tumakuru,Private,
"E081 SRI SIDDHARTHA SCHOOL OF ENGINEERING, TUMKUR NH-4, KESARAMADU POST, KYATHASANDRA,TUMKUR",Cyber Security,GM,88294.0,,Tumakuru,Private,
"E081 SRI SIDDHARTHA SCHOOL OF ENGINEERING, TUMKUR NH-4, KESARAMADU POST, KYATHASANDRA,TUMKUR",Electrical and Electronics Engineering,GM,106569.0,262098.0,Tumakuru,Private,
"E081 SRI SIDDHARTHA SCHOOL OF ENGINEERING, TUMKUR NH-4, KESARAMADU POST, KYATHASANDRA,TUMKUR",Electronics and Communication Engineering,GM,82438.0,260271.0,Tumakuru,Private,
"E081 SRI SIDDHARTHA SCHOOL OF ENGINEERING, TUMKUR NH-4, KESARAMADU POST, KYATHASANDRA,TUMKUR",Mechatronics Engineering,GM,78174.0,243515.0,Tumakuru,Private,
"E082 J S S Academy of Technical Education, Bangalore JSSATE CAMPUS,UTTARAHALLI-KENGERI ROAD ,BANGALORE 560060",Artificial Intelligence and Machine Learning,GM,14048.0,20198.0,Bangalore,Private,
"E082 J S S Academy of Technical Education, Bangalore JSSATE CAMPUS,UTTARAHALLI-KENGERI ROAD ,BANGALORE 560060",Civil Engineering,GM,15171.0,21636.0,Bangalore,Private,
"E082 J S S Academy of Technical Education, Bangalore JSSATE CAMPUS,UTTARAHALLI-KENGERI ROAD ,BANGALORE 560060",Computer Science and Engineering,GM,19874.0,30202.0,Bangalore,Private,
"E082 J S S Academy of Technical Education, Bangalore JSSATE CAMPUS,UTTARAHALLI-KENGERI ROAD ,BANGALORE 560060",Computer Science and Engineering (AI & ML),GM,54711.0,255921.0,Bangalore,Private,
"E082 J S S Academy of Technical Education, Bangalore JSSATE CAMPUS,UTTARAHALLI-KENGERI ROAD ,BANGALORE 560060",Electronics and Communication Engineering,GM,30173.0,71176.0,Bangalore,Private,
"E082 J S S Academy of Technical Education, Bangalore JSSATE CAMPUS,UTTARAHALLI-KENGERI ROAD ,BANGALORE 560060",Information Science and Engineering,GM,17220.0,26238.0,Bangalore,Private,
"E083 H.K.B.K.College of Engineering, Bangalore # 22/1, NAGAWARA, BANGALORE-560045",Artificial Intelligence and Machine Learning,GM,50454.0,74032.0,Bangalore,Private,
"E083 H.K.B.K.College of Engineering, Bangalore # 22/1, NAGAWARA, BANGALORE-560045",Computer Science and Engineering,GM,67799.0,223135.0,Bangalore,Private,
"E083 H.K.B.K.College of Engineering, Bangalore # 22/1, NAGAWARA, BANGALORE-560045",Computer Science and Engineering (AI & ML),GM,103759.0,,Bangalore,Private,
"E083 H.K.B.K.College of Engineering, Bangalore # 22/1, NAGAWARA, BANGALORE-560045",Electronics and Communication Engineering,GM,60808.0,100797.0,Bangalore,Private,
"E085 APS College of Engineering, Somanahalli, Bangalore 26 KM KANAKAPURA ROAD BANGALORE 82,BANGALORE URBAN",Artificial Intelligence and Machine Learning,GM,53473.0,97792.0,Bangalore,Private,
"E085 APS College of Engineering, Somanahalli, Bangalore 26 KM KANAKAPURA ROAD BANGALORE 82,BANGALORE URBAN",Computer Engineering,GM,47543.0,90885.0,Bangalore,Private,
"E085 APS College of Engineering, Somanahalli, Bangalore 26 KM KANAKAPURA ROAD BANGALORE 82,BANGALORE URBAN",Computer Science and Engineering,GM,63067.0,136615.0,Bangalore,Private,
"E085 APS College of Engineering, Somanahalli, Bangalore 26 KM KANAKAPURA ROAD BANGALORE 82,BANGALORE URBAN",Computer Science and Engineering (Data Science),GM,69877.0,253610.0,Bangalore,Private,
"E085 APS College of Engineering, Somanahalli, Bangalore 26 KM KANAKAPURA ROAD BANGALORE 82,BANGALORE URBAN",Electronics and Communication Engineering,GM,66633.0,249997.0,Bangalore,Private,
"E086 Sri Sairam College Of Engineering, Anekal, Bangalore SAI LEO NAGAR",Artificial Intelligence and Machine Learning,GM,72440.0,125973.0,Bangalore,Private,
"E086 Sri Sairam College Of Engineering, Anekal, Bangalore SAI LEO NAGAR",Computer Science and Engineering (AI & ML),GM,87224.0,180986.0,Bangalore,Private,
"E086 Sri Sairam College Of Engineering, Anekal, Bangalore SAI LEO NAGAR",Electronics and Communication Engineering,GM,74114.0,219118.0,Bangalore,Private,
"E086 Sri Sairam College Of Engineering, Anekal, Bangalore SAI LEO NAGAR",Mechatronics Engineering,GM,81801.0,255269.0,Bangalore,Private,
"E087 Vivekananada Institute of Technology, Kengeri, Bangalore GUDIMAVU VILLAGE ,KENGERI(HOBLI)NEAR KUMBALAGODU,BANGALORE",Artificial Intelligence and Machine Learning,GM,113308.0,242374.0,Bangalore,Private,
"E087 Vivekananada Institute of Technology, Kengeri, Bangalore GUDIMAVU VILLAGE ,KENGERI(HOBLI)NEAR KUMBALAGODU,BANGALORE",Civil Engineering,GM,55601.5,122504.0,Bangalore,Private,
"E087 Vivekananada Institute of Technology, Kengeri, Bangalore GUDIMAVU VILLAGE ,KENGERI(HOBLI)NEAR KUMBALAGODU,BANGALORE",Computer Science and Engineering,GM,73255.0,225836.0,Bangalore,Private,
"E087 Vivekananada Institute of Technology, Kengeri, Bangalore GUDIMAVU VILLAGE ,KENGERI(HOBLI)NEAR KUMBALAGODU,BANGALORE",Computer Science and Engineering (AI & ML),GM,103343.0,,Bangalore,Private,
"E087 Vivekananada Institute of Technology, Kengeri, Bangalore GUDIMAVU VILLAGE ,KENGERI(HOBLI)NEAR KUMBALAGODU,BANGALORE",Electronics and Communication Engineering,GM,68847.0,243681.0,Bangalore,Private,
"E090 Sri Revana Siddeswara Institute of Technology, Bangalore CHOKKANAHALLI, CHIKKAJALA,BANGALORE NORTH - 562157",Civil Engineering,GM,58692.0,217666.0,Bangalore,Private,
